Id;ASIN;Group;Salesrank;Reviews;avg rating;Title
277655;B000069HJO;Music;3048;179;4.0;Say It Like You Mean It
277696;6303477259;Video;714;175;5.0;Pink Floyd - Pulse
277946;6305255229;Video;4472;57;3.5;WWE Royal Rumble 1999 - No Chance In Hell
277956;6305132666;Video;90;132;4.0;The American President
278089;6301706587;Video;1709;39;4.5;A Summer Place
278423;B000054A5C;Music;3617;38;4.5;What Women Want (2000 Film)
278483;6303117856;Video;3419;3;4.5;Angels in the Outfield
278508;0064470393;Book;2614;288;4.0;The Contender
278571;B00004WICV;Video;4820;567;4.5;The Green Mile (Widescreen Collector's Edition)
278588;6302787564;Video;3932;146;4.5;Falling Down
278601;B0000029P0;Music;3995;16;5.0;György Ligeti Edition 3: Works for Piano (Etudes, Musica Ricercata) - Pierre-Laurent Aimard
278669;0716631482;Music;3481;436;4.0;# 1's
278687;1931686238;Book;3582;24;4.5;The Baby Owner's Manual: Operating Instructions, Trouble-Shooting Tips, and Advice on First-Year Maintenance
278778;B000002H92;Music;4883;28;5.0;In Concert
278782;B000002H97;Music;491;982;4.5;Metallica
278909;0441003257;Book;3054;398;4.5;Good Omens
278985;013093058X;Book;3520;9;4.5;Understanding by Design
278990;0393318486;Book;3252;146;3.5;How the Mind Works
279027;B000006NX9;Music;2480;37;4.5;Pure Funk
279119;B00000I8A3;Music;2668;100;5.0;Singin' in the Bathtub
279129;0452284236;Book;2294;33;5.0;1984 : Centennial Edition
279431;B00007H044;Music;2828;57;4.5;What If It All Means Something
279451;6304168764;Video;1289;20;4.5;Bon Voyage, Charlie Brown (And Don't Come Back)
279473;6302969425;Video;373;15;4.5;Ugetsu
279494;B00004XQK3;Music;1847;129;4.0;Born
279682;0345340426;Book;1667;1186;4.5;J.R.R. Tolkien Boxed Set (The Hobbit and The Lord of the Rings)
279788;B000002NFI;Music;545;63;4.5;The Very Best of Frank Sinatra
279805;0780628551;DVD;3187;121;2.5;The Astronaut's Wife
279822;B000095J69;Music;4581;0;0.0;American Spirit
279872;078401759X;Video;4636;3;5.0;Denise Austin - Six Minute Waist Trimmer Weeks 1-6
279910;B00000JL7T;DVD;2485;31;4.5;The Taming of the Shrew
279981;B00000K29H;Music;1629;465;4.5;Fly
280124;0970162421;Book;2795;9;5.0;Combat! A Viewer's Companion to the WWII TV Series (revised)
280127;6304628153;Video;1446;4;5.0;Pimpernel Smith
280174;0156439611;Book;4543;110;4.0;If on a Winter's Night a Traveler
280181;6303544789;Video;1226;1;5.0;Bosom Buddies Vol 04
280215;0385500246;Book;2679;43;4.0;Dave Pelz's Putting Bible
280262;B000002HMH;Music;2474;517;3.5;Load
280272;6302120551;Video;661;15;4.0;Night and Day
280338;0740704818;Book;1298;105;5.0;The Blue Day Book
280360;6300186091;Video;3749;5;4.0;Alice Cooper - The Nightmare Returns Tour (1986)
280392;B000055XMF;DVD;4240;56;4.0;Quadrophenia (Special Edition)
280484;093804527X;Video;2412;9;5.0;The Russian Kettlebell Challenge
280543;0312204914;Book;4413;40;4.5;Medicine Cards : The Discovery of Power Through the Ways of Animals
280625;1570541175;Book;4465;13;4.0;The Most Incredible, Outrageous, Packed-To-The-Gills Bulging-At-The-Seams  Sticker Book You'Ve Ever Seen
280694;B000002KCS;Music;1148;79;4.5;Decade
280697;B000002KCO;Music;4196;13;4.5;Chicken Skin Music
280701;B000002KCI;Music;1969;38;4.5;Zuma
280705;B000002KCG;Music;4628;42;4.5;Gord's Gold
280709;B000002KCC;Music;2048;93;5.0;Tonight's the Night
280713;B000002KC4;Music;2429;16;5.0;Paradise and Lunch
280721;B000002KC2;Music;3102;30;5.0;Sundown
280737;B0000256VK;Music;1178;85;4.5;Avalon
280793;630560097X;DVD;4084;49;4.0;Tea With Mussolini
280806;6302510023;Video;4192;146;4.5;The Spy Who Loved Me
280881;B00008AOW1;DVD;1314;53;3.5;Noam Chomsky - Distorted Morality: America's War on Terror?
280921;B00008AOWO;DVD;3654;20;4.0;High Society
280939;B00008AOWS;Video;3752;3;3.5;Doctor Who - Underworld
281044;B00005BCMS;Video;2622;33;4.5;Snoopy, Come Home
281139;B000059H9E;DVD;3828;30;4.5;Live Flesh
281143;B000059H9D;DVD;3097;34;5.0;King Of Hearts
281210;B0000694XX;DVD;4480;57;4.5;Snow White - A Tale of Terror
281218;B00004ZEU5;DVD;1095;103;4.5;The Complete Monty Python's Flying Circus Megaset
281219;B00004ZEU2;DVD;1750;72;4.5;The Rutles - All You Need Is Cash
281328;0897500482;Book;3720;132;4.5;Tao of Jeet Kune Do
281355;6303910327;Video;81;3;5.0;Homophobia in the Workplace
281364;B00006BCA5;Music;2894;38;4.5;Blue Crush
281390;1887838414;Video;4113;1;4.0;Advanced Millefiori 2 (Master Artisans: Polymer Clay)
281407;0792845803;DVD;2626;37;4.0;The Hot Spot
281462;B0000640WU;Video;1270;36;3.5;Denise Austin - Pilates for Every Body
281483;B0000062FL;Music;1466;75;4.0;Abraxas
281486;B0000062FH;Music;2836;11;4.5;On Stage
281494;B00005RRZQ;Music;4966;12;5.0;King of Rock 'N Roll
281496;B0000062FZ;Music;495;49;4.0;The Best of Santana
281510;1573625035;Video;4730;8;3.0;Morgan Stewart's Coming Home
281550;6305263248;DVD;3379;299;4.0;Ronin
281562;6300273474;Video;1423;3;4.0;Adventures of Superman Vol. 1
281596;B00006L3QM;Music;1933;112;4.5;Ben Folds Live
281709;B00006CTHW;Music;4823;2;5.0;Bobby Vinton - 20 All Time Greatest Hits
281906;B00000JY9M;Music;3346;921;4.5;Christina Aguilera
281987;0763149357;Video;2163;4;4.5;Nancy Drew: Mystery of the Ghostwriter's Cruise
281998;6302032237;Video;2661;10;5.0;The Naked Spur
282007;0316702056;Book;4828;13;4.5;Colette's Cakes : The Art of Cake Decorating
282063;B000030009;Music;1346;338;4.0;Midnite Vultures
282108;6302308208;Video;3133;19;5.0;Kings Row
282129;B00003000M;Music;3505;81;4.0;Chant Down Babylon
282204;039535370X;Book;2924;4;5.0;A Field Guide to Trees and Shrubs : Northeastern and north-central United States and southeastern and south-central Canada (Peterson Field Guides(R))
282232;6303109950;Video;231;297;4.5;Tombstone
282259;B00000F5ZW;Video;1014;26;4.5;Scavenger Hunt
282378;0064440028;Book;3913;19;4.5;Danny and the Dinosaur
282390;0471392286;Book;2971;52;4.5;Common Sense on Mutual Funds: New Imperatives for the Intelligent Investor
282460;6305428050;DVD;733;73;4.5;Adventures in Babysitting
282492;B00000IR00;Music;3434;19;4.5;Here Are the Sonics
282536;B0000636C1;Music;3581;3;4.0;Classic Masters
282576;6304698739;DVD;3866;101;4.5;Teenage Mutant Ninja Turtles - The Movie
282623;6300271838;Video;2121;0;0.0;Rollover
282675;B00000F0JW;Video;4049;2;2.0;Hunt for Big Foot
282741;B00005JLBQ;DVD;4094;351;4.0;Road to Perdition (Widescreen Edition)
282750;B00005JLBE;DVD;1812;492;3.0;Die Another Day (Widescreen Special Edition)
282818;6304137168;Video;694;36;5.0;Dance Me Outside
282838;0140283331;Book;4372;1101;4.0;Lord of the Flies (Penguin Great Books of the 20th Century)
282967;B00005B4GU;Music;1305;761;4.0;Amnesiac
282971;B00005B4GB;Music;2391;29;4.5;Rock of Ages [Deluxe Edition]
283020;0735201978;Book;4333;44;4.0;Options as a Strategic Investment
283321;B00008ZZ7B;DVD;1532;15;4.5;Topper/Topper Returns
283384;0790729601;DVD;1925;59;4.0;Eraser
283481;B00006SMBY;Music;4191;18;4.5;From There to Here: 1989-2002
283570;B00005LMKK;Music;1920;4;4.0;The Very Best of Orson Welles
283578;B00008LDO7;DVD;2166;45;5.0;The Song of Bernadette
283595;6303535127;Video;4557;5;4.0;Simply the Best : 101 Sports Bloopers
283634;0515131083;Book;3006;55;4.0;Plantation: A Lowcountry Tale
283670;B00005JKES;DVD;956;319;4.0;Twin Peaks - The First Season (Special Edition)
283672;6305161925;DVD;4037;45;4.5;The Rolling Stones - Bridges to Babylon
283674;B00005JKEZ;DVD;515;151;5.0;The Adventures of Robin Hood (Two-Disc Special Edition)
283677;B00005JKEX;DVD;1299;171;4.5;The Adventures of Buckaroo Banzai Across the 8th Dimension (Special Edition)
283686;B00005JKED;DVD;2172;474;4.0;Training Day
283700;0385074077;Book;3023;40;5.0;Complete Stories and Poems of Edgar Allan Poe
283765;B00000IAU3;Music;497;744;4.5;No Angel
283941;6303359094;Video;1364;13;4.5;Lakota Woman - Seige at Wounded Knee
283950;0783233515;DVD;2672;119;4.5;The 'Burbs
283961;B0000639E0;DVD;606;270;4.5;Neon Genesis Evangelion - Perfect Collection
283982;6300214117;Video;2805;57;4.5;Terms of Endearment
284068;B000006135;Music;2023;29;5.0;The Very Best of Dusty Springfield [Mercury]
284095;B000002SCE;Music;1013;15;4.5;The Most Famous Opera Arias
284133;0156005492;Book;4105;60;4.5;Under the Black Flag: The Romance and the Reality of Life among the Pirates
284177;1573623709;Video;2119;105;4.5;Nine Inch Nails - Closure
284186;0451450523;Book;4340;158;4.5;The Last Unicorn
284218;B00005A0C3;DVD;3309;54;5.0;Alice in Chains - MTV Unplugged
284321;0689824750;Book;2906;282;4.5;Among the Hidden
284392;B0000032N2;Music;3454;7;4.0;Super Hits of the '70s: Have a Nice Day, Vol. 13
284426;B0000025DH;Music;3326;21;5.0;Stay the Night
284433;B000002VEB;Music;3960;43;4.5;Whitney
284435;B0000025DD;Music;3558;61;4.0;David Gilmour
284442;B0000025DV;Music;2255;70;5.0;Out of the Blue
284453;B000059TFM;DVD;2682;44;4.0;Eight Men Out
284456;B000059TFO;DVD;701;48;4.0;Mississippi Burning
284461;B000059TFU;DVD;4364;24;4.5;The Horse Soldiers
284465;B000059TFP;DVD;3963;29;4.5;The Pope of Greenwich Village
284467;B000059TFW;DVD;657;97;4.5;The Magnificent Seven (Special Edition)
284478;B00008O32J;DVD;3762;39;4.5;South Park - The Complete Second Season
284516;B0000025D0;Music;2593;99;4.5;Darkness on the Edge of Town
284556;B00000GUNY;Video;4837;71;4.0;Mouse Hunt
284575;9990813558;Book;1114;94;4.5;Alexander and the Terrible, Horrible, No Good, Very Bad Day
284592;067168390X;Book;3357;294;5.0;Lonesome Dove
284637;B00002E233;DVD;3041;334;3.5;Deep Blue Sea
284645;0439286069;Book;2177;377;4.5;Freak The Mighty (Scholastic Signature)
284665;079283366X;DVD;4026;70;4.0;Rob Roy
284673;6302259096;Video;2874;41;4.5;Regarding Henry
284696;6300216241;Video;929;26;4.5;Barefoot in the Park
284699;B000007NYS;Music;1656;63;4.5;Lucinda Williams
284825;0873529863;Book;690;40;4.5;MLA Handbook for Writers of Research Papers, Sixth Edition
284892;B00008WFU4;DVD;4609;140;3.0;Jaws 3
284903;0671745212;Book;4421;46;4.0;The Magic of Believing
284908;0395389496;Book;1360;161;5.0;The Polar Express
285123;0375802924;Book;3201;17;4.5;Junie B. Jones Is a Graduation Girl
285219;0878058370;Book;4282;3;5.0;The Light in the Piazza and Other Italian Tales (Banner Books)
285236;1575420899;Book;3330;4;5.0;Teaching Gifted Kids in the Regular Classroom: Strategies and Techniques Every Teacher Can Use to Meet the Academic Needs of the Gifted and Talented (Revised and Updated Edition)
285388;B000067J3P;DVD;3431;77;3.5;Birthday Girl
285534;0385498721;Book;1333;316;4.5;Survivor : A Novel
285575;B000001ZGN;Music;1168;125;5.0;Brian Regan Live
285584;6303511570;Video;2564;1;4.0;Night Eyes 3
285799;B00005V9HG;DVD;1949;64;4.5;Bull Durham
285811;B00005V9HH;DVD;404;473;4.5;The Usual Suspects (Special Edition)
285871;0887306012;Book;4647;10;4.5;Managing the Non-Profit Organization: Principles and Practices
285939;0312127340;Book;3895;39;4.5;Centered Riding (A Trafalgar Square Farm Book)
285975;0764524984;Book;2879;13;5.0;Calculus for Dummies
285992;B000050GK0;Music;4539;6;5.0;"Bach: The Art of Fugue;  Musical Offering"
286012;B00000JBJK;Video;226;34;4.5;Emperor of the North
286040;B000065U2I;DVD;896;10;4.5;Scott Cole's Discover Tai Chi for Beginners - Workout Essentials
286044;B000065U2G;DVD;4057;9;4.5;Scott Cole's Discover Tai Chi - AM & PM Workouts
286060;B00005Y6XJ;DVD;3821;7;4.5;As Time Goes By - Complete Series 4
286206;B00004I9YQ;Video;421;4;4.5;Night Club Cha Cha
286209;B00004I9YP;Video;1673;6;3.5;Salsa & Merengue 1-2-3
286221;B00004I9YO;Video;1566;7;3.5;Dance Hot Salsa Levels 3&4
286223;B00004I9YN;Video;1162;17;4.0;Dance Hot Salsa level 1 & 2
286245;6302369029;Video;4566;1;5.0;Greatest Adventure Stories from the Bible: Moses
286318;0671894412;Book;1221;72;4.0;All the President's Men
286390;1556618662;Book;4223;58;4.5;The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)
286424;B000067AS5;Music;3312;23;4.5;Jacques Brel Is Alive and Well and Living in Paris (1966 Original Off-Broadway Cast)
286454;B00000284F;Music;3687;30;5.0;Blue Light, Red Light
286471;B00004T39Z;Video;1963;21;2.5;It's the Pied Piper, Charlie Brown
286634;0837337589;Video;1144;67;4.0;The Trouble With Angels
286697;B000002OZS;Music;313;407;5.0;Sublime
286707;B000002OZO;Music;758;42;4.5;The Road to Ensenada
286757;0971164738;Book;305;96;4.5;PMP Exam Prep (4th Edition)
286871;0878573410;Book;4671;56;5.0;Square Foot Gardening
287142;6304475667;Video;3643;4;5.0;Hercules and the Circle of Fire
287168;B000062XAZ;Music;1648;37;4.5;Black Crowes - Greatest Hits 1990-1999: Tribute Work in Progress
287258;B00006BIMO;Music;927;286;4.5;Home
287431;6303042562;Video;1826;13;4.5;Poldark
287466;0064400565;Book;4939;103;4.0;Stuart Little
287492;1555913946;Book;4479;14;3.5;Live Better South of the Border in Mexico: Practical Advice for Living and Working (Live Better South of the Border in Mexico)
287724;0590407600;Book;4262;7;4.5;The Magic School Bus Inside The Earth (Magic School Bus)
287820;B00004XSYT;Music;3465;24;4.5;Not the Tremblin' Kind
288006;6304005490;Video;4729;26;4.5;Lover Come Back
288096;B00005CC72;Video;1376;155;3.5;Wes Craven Presents: Dracula 2000
288097;B00004GJXZ;Music;2733;6;4.5;Faire Celts: A Woman's Voice
288106;6305576173;Video;3092;234;4.5;Young Frankenstein - Special Edition
288129;B000063TDS;Music;778;86;4.5;No Shoes No Shirt No Problems (Bonus Track)
288241;0780620100;Video;2346;4;5.0;Gilligan's Island: So Sorry/Plant You Now
288243;0792834917;Video;3762;44;4.5;A Shot in the Dark
288260;1931298157;Music;524;331;4.5;Mezzanine
288304;6304182902;Video;4024;9;4.5;DragonBall: Curse of Blood Rubies
288333;B0000061XU;Music;2036;6;5.0;Mozart's Magnificent Voyage: Tales Of The Dream Children
288389;B00005QEYR;Music;2723;26;4.5;The Star Spangled Banner
288454;B000056BRF;Video;4547;219;4.5;Ben-Hur
288563;0684833395;Book;195;732;4.5;Catch 22
288569;6303362192;Video;4944;0;0.0;The American Revolution - Boxed Set (A&E)
288619;0060256672;Book;2086;116;5.0;Where the Sidewalk Ends : Poems and Drawings
288750;B00006HICB;Music;3331;6;4.5;Ray Charles Sings for America
288775;6303861733;Video;572;8;3.5;The Land Before Time III - The Time of the Great Giving
288927;6303052843;Video;2362;1;5.0;Bonjour Les Amis - French Made Easy for Children, Vol. 3
288943;B00005NOHO;DVD;408;89;5.0;The Sopranos - The Complete Second Season
288951;B00005NOHP;Video;4778;89;5.0;The Sopranos - The Complete Second Season
288983;0802139868;Book;3355;61;2.5;The Sexual Life of Catherine M.
289018;B000002IAZ;Music;1763;42;4.5;Retrospective: The Best of Buffalo Springfield
289031;0618001905;Book;2910;135;4.0;King Leopold's Ghost
289054;0486415864;Book;1733;31;4.0;Great Expectations (Dover Thrift Editions)
289086;0071373616;Book;1809;165;4.0;How To Make Money In Stocks: A Winning System in Good Times or Bad, 3rd Edition
289123;0937611352;Book;1613;22;4.0;Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them/102A
289171;B000002VDU;Music;2711;27;4.5;Godspell: Original Motion Picture Soundtrack
289271;B00003CXHR;Video;4982;215;3.5;Dinosaur
289439;0793927501;Video;577;91;4.5;The Edge
289456;B00005CA3W;Video;4909;2;3.0;Learning to Read with Phonics - Sight Words
289496;0790724960;Video;3024;22;4.0;Double, Double, Toil & Trouble
289511;0911910352;Book;3044;15;4.5;The Merck Manual of Medical Information, Second Edition: The World's Most Widely Used Medical Reference - Now In Everyday Language
289571;0967759404;Book;4960;16;4.5;The Ultimate Math Refresher for the GRE, GMAT, and SAT
289601;B000067JDY;Video;799;350;3.5;Crossroads
289707;B00005BH29;Video;767;270;4.0;Bring It On (Special Edition)
289797;0201633612;Book;860;187;4.5;Design Patterns
289904;6303972845;Video;1518;49;4.5;The Bear
290003;B00004RD5E;Music;3767;32;5.0;Ella & Louis
290024;B00005RYQM;Video;749;71;3.5;Pilates Conditioning for Weight Loss
290119;0735619603;Book;2344;15;3.0;MCAD/MCSE/MCDBA Self-Paced Training Kit: Microsoft SQL Server 2000 Database Design and Implementation, Exam 70-229, Second Edition
290132;1853029505;Book;4761;2;3.0;My Social Stories Book
290217;B00000K2W4;Music;1720;16;5.0;A Decade of Hits
290221;B00000K2W1;Music;1374;46;4.0;Janis Joplin - Greatest Hits
290374;B00006IZP8;Music;992;21;4.5;The Muppet Show: Music, Mayhem and More - 25th Anniversary
290402;B00006IZPE;Music;3112;6;4.0;A Gift of Love II: Oceans of Ecstasy
290477;0399214577;Book;4998;41;5.0;Owl Moon
290505;B000063IOT;DVD;763;406;4.5;Buffy the Vampire Slayer - The Complete Second Season
290559;0792845188;Video;3510;26;3.5;The Hallelujah Trail
290577;0768354579;Video;586;94;4.5;The Godfather, Part II
290584;B00000JKPP;Music;753;66;4.5;Runaway Bride: Music From The Motion Picture
290607;1880685086;Book;1846;38;4.0;Hold 'Em Poker
290668;0439145473;Book;3489;4;5.0;Bob Books Pals! Level B, Set 2
290682;0517053616;Book;4735;49;4.0;William Shakespeare: The Complete Works, Deluxe Edition
290763;B000066405;Music;1754;14;4.5;REO Speedwagon - The Hits
290774;0486270629;Book;3145;60;4.0;A Doll's House (Dover Thrift Editions)
290797;B00000IP2T;Music;3837;114;4.5;Point #1
290869;B000005AYR;Music;4916;47;4.5;Somewhere More Familiar
290880;B000005AYM;Music;1744;91;4.5;Baduizm
290997;6303823351;Video;2753;133;4.5;The Beatles - Help!
291064;0935039252;Book;4001;13;4.5;Streetwise Paris (National & International Titles)
291117;0875163238;Book;746;29;4.5;It Works
291146;B00004TQSU;Music;4110;17;5.0;Water's Edge
291197;1572521961;Video;3700;2;4.5;Becoming Colette
291207;0790725657;Video;2698;151;4.5;A Little Princess
291216;0440498058;Book;414;872;4.5;A Wrinkle in Time
291363;0785265538;Book;1194;59;4.5;Waking the Dead: The Glory of a Heart Fully Alive
291367;B0000024RD;Music;1538;12;5.0;Doris Day - Greatest Hits
291452;B0000046NU;Music;4230;5;4.0;Samba Brasil
291453;B0000046NV;Music;4557;7;5.0;Bossa Nova Brasil
291469;0671027034;Book;1391;377;4.5;How to Win Friends & Influence People
291489;B000001GPX;Music;1991;113;4.5;Beethoven: Symphonien Nos. 5 & 7 / Kleiber, Vienna Philharmonic Orchestra
291554;B00006IR5S;Music;1751;78;4.5;Harry Potter and the Chamber of Secrets
291556;B00006IR5V;Music;1697;224;3.5;Shaman
291725;B00005ORA5;Music;1648;57;4.0;The Photo Album
291773;0761126805;Book;3152;22;4.0;The Dinner Doctor
291800;6300271439;Video;2114;98;4.0;Who's That Girl?
291998;B00006JJ3Z;Music;1152;65;5.0;Stay
292034;B00006RU5B;Music;298;925;4.5;Audioslave
292085;B00000655S;Music;4507;20;5.0;Family Music Party
292196;1561706280;Book;1239;111;4.5;You Can Heal Your Life (Gift Edition)
292246;6304765789;Video;4468;169;4.5;The Game
292271;B00000J80M;Music;4977;20;4.0;Plunkett & Macleane: Original Motion Picture Score
292314;6300214338;Video;2647;90;4.5;Trading Places
292357;0761126368;Book;4596;83;5.0;Philadelphia Chickens
292363;6304269544;Video;952;3;4.0;Up Pompeii
292393;B0000029AP;Music;1057;97;4.5;Toys in the Attic
292396;B0000029AS;Music;2763;118;5.0;Rocks
292397;B00006JYBG;Music;1669;18;5.0;Night Time
292457;029274322X;Book;4456;62;5.0;Breaking Out of Beginner's Spanish
292522;B00000FDUV;Video;1514;2;5.0;Puff in Land of Living Lies
292533;6303957390;Video;1785;63;4.5;Angus
292735;0826412769;Book;4152;25;4.0;Pedagogy of the Oppressed
292866;0060977493;Book;1704;801;4.0;The God of Small Things
292929;0147712556;Book;4950;23;4.5;Iliad and Odyssey boxed set
292947;6302816661;Video;619;29;4.5;Twice Upon a Time
293030;B00005N8Y0;Music;3355;17;4.5;20th Century Masters - The Millennium Collection: The Best of Andy Gibb
293032;1568327439;Video;3270;0;0.0;The Magic School Bus - Gets Ants in its Pants
293126;6302078024;Video;1087;20;4.5;The Man Who Never Was
293136;6303072364;Video;3073;5;4.0;Francis in the Navy
293177;006093221X;Book;4233;96;4.0;Mars and Venus on a Date: A Guide for Navigating the 5 Stages of Dating to Create a Loving and Lasting Relationship
293218;0446527793;Book;4655;200;4.0;The Guardian
293219;B000002J5K;Music;4091;31;4.5;The Blues Brothers: Original Soundtrack Recording
293241;0446676500;Book;4677;32;4.5;The Autobiography of Martin Luther King, Jr.
293341;0800121090;Video;2536;9;3.0;Calendar Girl
293343;B0000520QE;Video;140;83;4.5;The Wiggles - Toot Toot!
293348;6302275830;Video;2768;5;4.5;Sesame Street - Sleepytime Songs and Stories
293571;B00004S5GD;Music;4777;8;5.0;Ultimate Collection
293574;B00004S5GO;Music;1671;7;4.5;More Pure 80's
293696;B000002BYG;Music;2617;52;4.0;My Best Friend's Wedding: Music From The Motion Picture
293702;0486277909;Book;3940;14;4.0;Self-Reliance and Other Essays (Dover Thrift Editions)
293721;1565076370;Book;4234;10;4.0;"Before You Say ""I Do"": A Marriage Preparation Manual for Couples"
293766;B00004YKR3;DVD;4827;74;4.5;Show Me Love
293909;B000059XUT;DVD;754;87;5.0;Toy Story
293914;B000059XUO;DVD;1448;247;4.5;The Crow (Miramax/Dimension Collector's Series)
294041;0684845598;Book;1295;62;4.5;Hardball : How Politics Is Played Told By One Who Knows The Game
294048;0966199448;Video;887;2;5.0;Start Sailing Right, part 1
294094;0792158385;Video;3772;9;4.5;Adventures of Young Indiana Jones, Chapter 16 - Tales of Innocence
294136;B000068UE9;DVD;3414;8;4.5;Agatha Christie's Miss Marple Gift Set
294151;B00005Y3ZL;DVD;4256;176;4.5;Mr. Show - The Complete First and Second Seasons
294342;B00005OM4F;Music;3300;602;4.0;Beautifulgarbage
294344;1891400274;Book;2872;40;4.5;I Wasn't Ready to Say Goodbye: Surviving, Coping and Healing After the Sudden Death of a Loved One
294350;B00005OM4N;Music;4226;861;4.0;Britney
294352;B00005OM4Q;DVD;3792;492;4.5;Almost Famous Untitled - The Bootleg Cut (Director's Edition)
294358;B00005OM4Z;Video;1909;32;4.0;TaeBo II: Get Ripped Basic Workout
294566;B0000631ED;Music;3570;43;5.0;Waiting for Columbus [Expanded]
294595;B000002VS7;Music;2778;11;4.0;Thompson Twins - Greatest Hits
294601;B000002VSB;Music;2485;13;5.0;Ultimate Dance Party Volume One
294630;B0000631E5;Music;1695;10;5.0;Harry Nilsson - Greatest Hits
294723;0767901266;Book;3304;101;4.5;A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League
294758;B000002HR2;Music;1769;52;4.5;Galore
294805;6303217060;Video;1275;16;4.5;Linnea in Monet's Garden
294847;0316578398;Book;615;110;4.5;The Art of Raising a Puppy
294914;0310209307;Book;697;449;4.0;The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus
294976;B000002J6F;Music;1581;42;5.0;Manassas
295082;6302622948;Video;2498;22;4.5;Kafka
295170;B000002B5L;Music;1764;75;4.5;The Score
295315;0944934293;Book;2544;11;5.0;Attaching in Adoption: Practical Tools for Today's Parents
295322;0446396664;Book;3263;33;4.5;The Official Guide for GMAT Review (10th Edition)
295330;1565926811;Book;4600;17;4.5;PHP Cookbook
295382;B000004928;Video;3432;2;5.0;Silverado
295436;B00008974E;Video;2500;0;0.0;Dragon Ball Z:Cell Games - Sacrifice
295438;B00008974F;Video;1824;1;5.0;Dragon Ball Z:Cell Games - Nightmare
295581;B00000347E;Music;2913;21;5.0;The Best of Dramarama: 18 Big Ones
295607;0780615573;Video;4350;22;4.5;Bachelor Mother
295641;0471383562;Book;3365;24;4.5;Programming Interviews Exposed: Secrets to Landing Your Next Job
295680;630252606X;Video;3670;5;3.0;Mexican Hayride
295711;0399229191;Book;2558;27;4.5;The Very Busy Spider (Board Book)
295771;B00007B9DP;Music;3736;77;4.0;Phrenology
295859;B00004W55I;Music;3309;9;4.5;Barney's Greatest Hits
296016;0486280861;Book;122;13;5.0;Easy Spanish Phrase Book: Over 770 Basic Phrases for Everyday Use
296036;B00000340N;Music;1852;22;5.0;Songs & More Songs By Tom Lehrer
296160;0826410456;Book;4564;8;4.0;Psalms for Praying: An Invitation to Wholeness
296212;1576737098;Book;4191;131;4.5;Boy Meets Girl : Say Hello to Courtship
296376;B00005R5M6;Music;148;148;4.5;Simple Things
296502;156170315X;Book;603;45;3.5;Meditations for Manifesting : Morning and Evening Meditations to Literally Create Your Heart's Desire
296675;1566251737;Book;609;18;4.0;Get the Edge at Craps (Scoblete Get-the-Edge Guide)
296724;0060932724;Book;2230;60;5.0;The Volumetrics Weight-Control Plan : Feel Full on Fewer Calories
296798;B000005ZL1;Music;3896;59;4.5;Exile on Coldharbour Lane
296813;B00006SFOO;Video;1810;4;3.5;The Best of Tae-Bo - Ultimate Abs
296822;B00006SFOX;Video;4958;49;4.0;Like Mike
296904;B000002MNF;Music;3905;55;4.5;The Hits/The B-Sides
296906;B000002MNL;Music;4348;44;4.5;Vauxhall and I
296925;B0000695EM;Video;2568;9;4.0;Move 'N Groove Kids
297021;B00004UAQS;Music;4999;11;5.0;Root Down
297099;B00000K3G8;Music;4839;61;4.5;Stop Making Sense: Special New Edition (1984 Film)
297241;B00007LV7B;Music;1233;64;4.0;Failer
297251;1561584789;Book;1949;12;4.5;Trim Carpentry and Built-Ins (Build Like a Pro Series)
297444;6300215539;Video;1;126;4.0;The War of the Worlds
297476;B00006HBUC;Video;4129;309;3.5;Scooby-Doo
297480;B00006HBUG;Video;17;2091;3.5;Star Wars - Episode II, Attack of the Clones
297491;0385479670;Book;2364;107;4.5;Catechism of the Catholic Church
297610;0140044469;Book;4928;11;4.5;Stop-Time : A Memoir
297638;0060956410;Book;4342;67;4.0;Wheelock's Latin, 6e
297718;0679756604;Book;2762;24;4.5;Making Movies
297770;1568552688;Video;2998;8;3.5;Sign of the Beaver
297799;6305250138;Video;4567;25;4.5;Teletubbies - Nursery Rhymes
297825;0312397674;Book;4350;26;4.5;A Writer's Reference, Fifth Edition
297829;B00004U00V;Music;1308;3;5.0;Caribbean Steeldrums: 20 Famous Tropical Melodies- Calypso, Samba
297835;0767825616;Video;2394;75;4.0;Guess Who's Coming to Dinner
297894;6303326102;Video;3424;31;4.0;Wolf
297899;B00000I0HS;Music;4731;7;4.0;Psychotic Reaction: The Very Best of Count Five
297907;B00008QSA5;Music;3014;21;4.5;Super Session
297909;B00008QSA1;Music;4633;20;4.0;In the Name of Progress
298017;0812929985;Book;3830;42;4.0;Change Your Brain, Change Your Life: The Breakthrough Program for Conquering Anxiety, Depression, Obsessiveness, Anger, and Impulsiveness
298077;0786885149;Book;3633;14;4.5;The Life Strategies Workbook: Exercises and Self-Tests to Help You Change Your Life
298084;B00005JL3W;DVD;3067;124;5.0;Hopscotch - Criterion Collection
298094;B00000JLW0;Video;2284;3;4.5;Baby Songs Christmas
298115;0875848192;Book;3614;30;4.5;The Experience Economy
